Run,Sens,Strategy,PI,RS
157,0.7,Revealers,4598.4,5.98
158,0.7,Concealers,7113.92,7.14
158,0.7,Revealers,6278.86,6.86
159,0.7,Concealers,5127.5,6.3
159,0.7,Revealers,7002.46,7.14
160,0.7,Concealers,7336.4,7.36
160,0.7,Revealers,6936.44,7.18
161,0.8,Concealers,5990.24,6.38
161,0.8,Revealers,4498.36,5.88
162,0.8,Concealers,6102.46,6.54
162,0.8,Revealers,4049.62,5.66
163,0.8,Concealers,5288.1,6.34
163,0.8,Revealers,5154.16,6.22
164,0.8,Concealers,5354.02,6.4
164,0.8,Revealers,7844.04,7.56
165,0.8,Concealers,5844.7,6.66
165,0.8,Revealers,6636.14,7.02
166,0.8,Concealers,5603.2,6.58
166,0.8,Revealers,7119.62,7.24
167,0.8,Concealers,5197.94,6.38
167,0.8,Revealers,6741.38,6.88
168,0.8,Concealers,7031.38,7.1
168,0.8,Revealers,5820.26,6.58
169,0.8,Concealers,4803.24,6.06
169,0.8,Revealers,5787.16,6.38
170,0.8,Concealers,6683.32,6.92
170,0.8,Revealers,6895.46,7.04
171,0.8,Concealers,7580.16,7.46
171,0.8,Revealers,7143.36,7.3
172,0.8,Concealers,6596.22,6.92
172,0.8,Revealers,5488.18,6.4
173,0.8,Concealers,6651.52,6.82
173,0.8,Revealers,4796.1,6.18
174,0.8,Concealers,4607.18,6.06
174,0.8,Revealers,6173.9,6.46
175,0.8,Concealers,5423.26,6.36
175,0.8,Revealers,6345.24,6.76
176,0.8,Concealers,4669.32,5.94
176,0.8,Revealers,6760.64,6.92
177,0.8,Concealers,5833.56,6.46
177,0.8,Revealers,5846.94,6.52
178,0.8,Concealers,5441.92,6.44
178,0.8,Revealers,6182.86,6.78
179,0.8,Concealers,6254.24,6.72
179,0.8,Revealers,6876.62,7.16
180,0.8,Concealers,6823.42,7
180,0.8,Revealers,7195.24,7.26
181,0.9,Concealers,6804.7,7.06
181,0.9,Revealers,4974.7,6.12
182,0.9,Concealers,6185.22,6.76
182,0.9,Revealers,5482.96,6.54
183,0.9,Concealers,6154.52,6.7
183,0.9,Revealers,5412.68,6.4
184,0.9,Concealers,5991.86,6.72
184,0.9,Revealers,7434.34,7.4
185,0.9,Concealers,7543.72,7.32
185,0.9,Revealers,4652.14,6.06
186,0.9,Concealers,5303.18,6.32
186,0.9,Revealers,7627.7,7.42
187,0.9,Concealers,7291.66,7.28
187,0.9,Revealers,5984.46,6.86
188,0.9,Concealers,4308.72,5.88
188,0.9,Revealers,5207.84,6.1
189,0.9,Concealers,5294.6,6.32
189,0.9,Revealers,6271.1,6.62
190,0.9,Concealers,6367.58,6.68
190,0.9,Revealers,6463.38,6.72
191,0.9,Concealers,6185.04,6.44
191,0.9,Revealers,4484.24,5.86
192,0.9,Concealers,5557.68,6.52
192,0.9,Revealers,7311.24,7.34
193,0.9,Concealers,5307.88,6.36
193,0.9,Revealers,6619.28,6.9
194,0.9,Concealers,6230.38,6.76
194,0.9,Revealers,5423.88,6.48
195,0.9,Concealers,6354.12,6.74
195,0.9,Revealers,5864.28,6.56
196,0.9,Concealers,6131.42,6.78
196,0.9,Revealers,7010.48,7.2
197,0.9,Concealers,5332.82,6.28
197,0.9,Revealers,5062.38,6.24
198,0.9,Concealers,5627.96,6.36
198,0.9,Revealers,4629.34,6.06
