"Run","Sens","Strategy","PI","RS"
191,10,"Revealers",7071.62,7.28
192,10,"Concealers",8518.26,7.88
192,10,"Revealers",7363.56,7.12
193,10,"Concealers",7982.68,7.66
193,10,"Revealers",5492.58,6.4
194,10,"Concealers",8866.14,8.02
194,10,"Revealers",6597.42,7
195,10,"Concealers",8095.8,7.6
195,10,"Revealers",5814.28,6.52
196,10,"Concealers",8467.14,7.88
196,10,"Revealers",6516.72,6.92
197,10,"Concealers",8404.86,7.76
197,10,"Revealers",6624.36,6.92
198,10,"Concealers",8336.44,7.82
198,10,"Revealers",8081.92,7.6
199,10,"Concealers",7811.24,7.46
199,10,"Revealers",5786.9,6.46
200,10,"Concealers",7592.8,7.44
200,10,"Revealers",6583.62,7.04
201,20,"Concealers",6929.3,7.2
201,20,"Revealers",5360.6,6.4
202,20,"Concealers",6923.1,7.04
202,20,"Revealers",4814.96,6.02
203,20,"Concealers",6939.64,7.1
203,20,"Revealers",4204.88,5.88
204,20,"Concealers",8316.74,7.68
204,20,"Revealers",4600.64,6
205,20,"Concealers",7552.26,7.48
205,20,"Revealers",5400.78,6.38
206,20,"Concealers",7557.04,7.38
206,20,"Revealers",5903.42,6.76
207,20,"Concealers",8443.8,7.88
207,20,"Revealers",7315.76,7.32
208,20,"Concealers",6380.2,6.76
208,20,"Revealers",4414.06,5.96
209,20,"Concealers",7367.58,7.4
209,20,"Revealers",5994.54,6.62
210,20,"Concealers",4151.8,5.02
210,20,"Revealers",1783.28,4.44
211,20,"Concealers",7405.98,7.22
211,20,"Revealers",4262.82,5.9
212,20,"Concealers",5715.28,6.3
212,20,"Revealers",3773.72,5.54
213,20,"Concealers",7934.56,7.6
213,20,"Revealers",5008.16,6.24
214,20,"Concealers",7649.14,7.52
214,20,"Revealers",5685.12,6.56
215,20,"Concealers",5964.16,6.58
215,20,"Revealers",4290.24,5.78
216,20,"Concealers",7570.66,7.4
216,20,"Revealers",4726.6,6.02
217,20,"Concealers",8355.82,7.88
217,20,"Revealers",6760.02,7.12
218,20,"Concealers",7433.58,7.26
218,20,"Revealers",6092.48,6.7
219,20,"Concealers",8318.66,7.9
219,20,"Revealers",6580.26,7.02
220,20,"Concealers",7235.22,7.14
220,20,"Revealers",4181.32,5.74
221,20,"Concealers",7455.26,7.34
221,20,"Revealers",6437.68,6.84
222,20,"Concealers",7711.84,7.68
222,20,"Revealers",5542.6,6.48
223,20,"Concealers",6949.88,7.08
223,20,"Revealers",4421.7,5.96
224,20,"Concealers",7253.86,7.1
224,20,"Revealers",4713.56,5.96
225,20,"Concealers",6235.4,6.7
225,20,"Revealers",5247.42,6.22
226,20,"Concealers",6519.84,6.66
226,20,"Revealers",3993.04,5.58
227,20,"Concealers",6832.88,7.02
227,20,"Revealers",4113.3,5.88
228,20,"Concealers",5338.78,6.18
228,20,"Revealers",4562.46,5.96
229,20,"Concealers",7288.84,7.3
229,20,"Revealers",6429.14,6.82
230,20,"Concealers",7243.32,7.22
230,20,"Revealers",5984.5,6.62
231,20,"Concealers",8122.14,7.62
231,20,"Revealers",5721.24,6.68
232,20,"Concealers",7815.04,7.66
232,20,"Revealers",6594.94,7.04
233,20,"Concealers",7803.48,7.5
233,20,"Revealers",5694.18,6.62
234,20,"Concealers",6190.16,6.62
234,20,"Revealers",4174.74,5.74
235,20,"Concealers",6998.02,7.2
235,20,"Revealers",6456.86,6.88
236,20,"Concealers",8268.38,7.76
236,20,"Revealers",5520.62,6.48
237,20,"Concealers",8409.38,7.86
237,20,"Revealers",5990.82,6.58
238,20,"Concealers",7992.46,7.62
238,20,"Revealers",6904.32,7.24
239,20,"Concealers",6535.24,6.96
239,20,"Revealers",5244.14,6.24
240,20,"Concealers",7175.48,7.04
240,20,"Revealers",5346.8,6.28
241,20,"Concealers",7346.8,7.36
241,20,"Revealers",5523.46,6.48
242,20,"Concealers",7507.96,7.44
242,20,"Revealers",6426.78,6.84
243,20,"Concealers",4492.08,5.42
243,20,"Revealers",2381.08,4.8
244,20,"Concealers",7920.9,7.42
244,20,"Revealers",5366.34,6.46
245,20,"Concealers",7328.88,7.3
245,20,"Revealers",4910.04,6.08
246,20,"Concealers",6203.82,6.84
246,20,"Revealers",4414.88,5.94
247,20,"Concealers",7022.38,7.14
247,20,"Revealers",5469.92,6.44
248,20,"Concealers",6692.44,6.76
248,20,"Revealers",3525.18,5.46
249,20,"Concealers",6805.08,6.98
249,20,"Revealers",5822.74,6.58
250,20,"Concealers",7936.38,7.66
250,20,"Revealers",6594.44,6.92
251,20,"Concealers",7131.52,7.14
251,20,"Revealers",5759.74,6.54
252,20,"Concealers",6307.66,6.64
252,20,"Revealers",5099.36,6.2
253,20,"Concealers",5543.5,6.24
253,20,"Revealers",3353.4,5.3
254,20,"Concealers",8145.62,7.82
254,20,"Revealers",6524.66,7.04
255,20,"Concealers",7988.58,7.66
255,20,"Revealers",6683.88,7.02
256,20,"Concealers",7672.5,7.5
256,20,"Revealers",5793.64,6.58
257,20,"Concealers",6326.8,6.68
257,20,"Revealers",4742.4,5.98
258,20,"Concealers",7898.64,7.64
258,20,"Revealers",5604.62,6.44
259,20,"Concealers",5870.72,6.54
259,20,"Revealers",4245.48,5.78
260,20,"Concealers",8037.68,7.68
260,20,"Revealers",6571.36,7.04
261,20,"Concealers",7959.86,7.66
261,20,"Revealers",6974.92,7.2
262,20,"Concealers",8033,7.76
262,20,"Revealers",6455.34,7
263,20,"Concealers",6624.46,6.88
263,20,"Revealers",3912.64,5.6
264,20,"Concealers",6347.76,6.8
264,20,"Revealers",4095.84,5.82
265,20,"Concealers",7654.16,7.44
265,20,"Revealers",5096.38,6.2
266,20,"Concealers",7560.32,7.48
266,20,"Revealers",5549.32,6.44
267,20,"Concealers",8484.54,7.82
267,20,"Revealers",6639.24,6.98
268,20,"Concealers",7373.36,7.32
268,20,"Revealers",6035.78,6.74
269,20,"Concealers",8378.64,7.88
269,20,"Revealers",5859.42,6.64
270,20,"Concealers",6445.86,6.58
270,20,"Revealers",3438.38,5.38
271,20,"Concealers",7731.42,7.58
271,20,"Revealers",5006.84,6.16
272,20,"Concealers",7643.92,7.52
272,20,"Revealers",6399.68,6.92
273,20,"Concealers",8146.78,7.78
273,20,"Revealers",5798.12,6.56
274,20,"Concealers",6792.7,7.04
274,20,"Revealers",6421.4,6.96
275,20,"Concealers",7113.56,7.3
275,20,"Revealers",4959.92,6.22
276,20,"Concealers",7881.66,7.5
276,20,"Revealers",6848.36,7.14
277,20,"Concealers",7643.38,7.36
277,20,"Revealers",5714.32,6.6
278,20,"Concealers",7012.84,7.14
278,20,"Revealers",5416.72,6.42
279,20,"Concealers",7466.52,7.48
279,20,"Revealers",6983.74,7.16
280,20,"Concealers",5089.4,5.88
280,20,"Revealers",3691.28,5.56
281,20,"Concealers",6371.28,6.6
281,20,"Revealers",3730.76,5.46
282,20,"Concealers",7346.84,7.18
282,20,"Revealers",4391.3,5.88
283,20,"Concealers",8806.98,8.1
283,20,"Revealers",6920.74,7.14
284,20,"Concealers",7167.68,7.24
284,20,"Revealers",5060.98,6.24
285,20,"Concealers",7934.42,7.5
285,20,"Revealers",5667.04,6.62
286,20,"Concealers",6927.14,7.06
286,20,"Revealers",4700.54,6.04
287,20,"Concealers",7345.96,7.28
287,20,"Revealers",4230.4,5.86
288,20,"Concealers",7189.04,6.98
288,20,"Revealers",3910.5,5.62
289,20,"Concealers",7298.62,7.26
289,20,"Revealers",5771.7,6.5
290,20,"Concealers",5575.02,6.26
290,20,"Revealers",3689.38,5.52
291,20,"Concealers",7246.26,7.32
291,20,"Revealers",5574.64,6.38
292,20,"Concealers",8241.04,7.8
292,20,"Revealers",6172.22,6.78
293,20,"Concealers",5494.82,6.2
293,20,"Revealers",3880.82,5.64
294,20,"Concealers",8462.02,7.84
294,20,"Revealers",5995.48,6.62
295,20,"Concealers",7598.92,7.58
295,20,"Revealers",5978.24,6.62
296,20,"Concealers",7609.1,7.42
296,20,"Revealers",5962.98,6.74
297,20,"Concealers",8112.66,7.72
297,20,"Revealers",5750.5,6.72
298,20,"Concealers",7987.46,7.66
298,20,"Revealers",6785.02,7.08
299,20,"Concealers",6667.52,6.76
299,20,"Revealers",4381.92,5.9
300,20,"Concealers",7176.4,7.36
300,20,"Revealers",5560.82,6.42
301,30,"Concealers",6174.12,6.68
301,30,"Revealers",4198.8,5.86
302,30,"Concealers",5870.5,6.66
302,30,"Revealers",3880.04,5.78
303,30,"Concealers",5155.56,6.16
303,30,"Revealers",2510.38,5
304,30,"Concealers",7029.96,7.16
304,30,"Revealers",5713.86,6.64
305,30,"Concealers",6134.66,6.68
305,30,"Revealers",4532.68,6.02
306,30,"Concealers",6884.64,7.2
306,30,"Revealers",6331.04,6.9
307,30,"Concealers",5517.48,6.4
307,30,"Revealers",4156.92,5.74
308,30,"Concealers",5512.02,6.32
308,30,"Revealers",3806.88,5.56
309,30,"Concealers",7102.62,7.18
309,30,"Revealers",4906.6,6.16
310,30,"Concealers",6986.38,6.9
310,30,"Revealers",3940.26,5.72
311,30,"Concealers",7138.88,7.16
311,30,"Revealers",4255.84,5.84
312,30,"Concealers",8096.46,7.58
312,30,"Revealers",4850.72,6.14
313,30,"Concealers",6816.98,7.16
313,30,"Revealers",5740.84,6.74
314,30,"Concealers",6080.36,6.8
314,30,"Revealers",4794.26,6.1
315,30,"Concealers",7454.78,7.4
315,30,"Revealers",5423.9,6.5
316,30,"Concealers",6291.62,6.86
316,30,"Revealers",4206.92,5.82
317,30,"Concealers",6818.28,7.22
317,30,"Revealers",5124.9,6.32
318,30,"Concealers",4888.06,6.06
318,30,"Revealers",3789.96,5.62
319,30,"Concealers",5070.14,5.86
319,30,"Revealers",3394.42,5.28
320,30,"Concealers",6782.16,7.06
320,30,"Revealers",6344.36,6.86
321,30,"Concealers",5978.92,6.72
321,30,"Revealers",3950.5,5.84
322,30,"Concealers",6720.72,6.98
322,30,"Revealers",5063.32,6.22
323,30,"Concealers",6731.64,7.08
323,30,"Revealers",5251.22,6.38
324,30,"Concealers",5933.76,6.44
324,30,"Revealers",3650.46,5.48
325,30,"Concealers",5847.36,6.48
325,30,"Revealers",4053.04,5.7
326,30,"Concealers",6647.94,7.02
326,30,"Revealers",3989.78,5.8
327,30,"Concealers",4820.18,5.86
327,30,"Revealers",3544.96,5.46
328,30,"Concealers",6974.66,7.2
328,30,"Revealers",5701.78,6.52
329,30,"Concealers",5236.16,6.16
329,30,"Revealers",3658.8,5.42
330,30,"Concealers",5933.42,6.74
330,30,"Revealers",4291.72,5.84
331,30,"Concealers",6621,6.86
331,30,"Revealers",5266.26,6.28
332,30,"Concealers",6187.62,6.62
332,30,"Revealers",3809.1,5.52
333,30,"Concealers",7149.42,7.14
333,30,"Revealers",4411.68,5.98
334,30,"Concealers",6071.3,6.76
334,30,"Revealers",4234.8,5.68
335,30,"Concealers",5317.38,6.12
335,30,"Revealers",3564.44,5.52
336,30,"Concealers",7570.44,7.56
336,30,"Revealers",5506.38,6.48
337,30,"Concealers",6751.72,7.08
337,30,"Revealers",4501.42,5.98
338,30,"Concealers",7223.52,7.28
338,30,"Revealers",4666.92,6.08
339,30,"Concealers",5937.34,6.64
339,30,"Revealers",5474.38,6.46
340,30,"Concealers",6656.46,7.06
340,30,"Revealers",4244.84,5.78
341,30,"Concealers",5446.94,6.28
341,30,"Revealers",2960.6,5.12
342,30,"Concealers",6123.96,6.8
342,30,"Revealers",4208.24,5.84
343,30,"Concealers",6055.62,6.58
343,30,"Revealers",4116.64,5.74
344,30,"Concealers",7568.5,7.36
344,30,"Revealers",5755.16,6.74
345,30,"Concealers",4865.12,5.88
345,30,"Revealers",2883.16,5.12
346,30,"Concealers",6622.16,6.98
346,30,"Revealers",5438.1,6.48
347,30,"Concealers",5993.96,6.66
347,30,"Revealers",4294.54,5.92
348,30,"Concealers",5777.1,6.32
348,30,"Revealers",3588.54,5.4
349,30,"Concealers",6916.22,7.1
349,30,"Revealers",4969.54,6.32
350,30,"Concealers",6005.36,6.52
350,30,"Revealers",3543.86,5.44
351,30,"Concealers",7489.08,7.42
351,30,"Revealers",4940.04,6.26
352,30,"Concealers",5465,6.3
352,30,"Revealers",3396.68,5.36
353,30,"Concealers",5072.14,6.1
353,30,"Revealers",2754.28,4.98
354,30,"Concealers",6157.64,6.66
354,30,"Revealers",4278.2,5.9
355,30,"Concealers",7355.16,7.22
355,30,"Revealers",5233.84,6.46
356,30,"Concealers",4532.36,5.74
356,30,"Revealers",3288.68,5.3
357,30,"Concealers",6694.34,7
357,30,"Revealers",5546.62,6.42
358,30,"Concealers",6224.38,6.74
358,30,"Revealers",4364.42,5.92
359,30,"Concealers",6354.36,6.86
359,30,"Revealers",4898.62,6.26
360,30,"Concealers",6747.44,7.12
360,30,"Revealers",4886.32,6.06
361,30,"Concealers",6407.92,6.82
361,30,"Revealers",4940.96,6.24
362,30,"Concealers",4796.38,5.7
362,30,"Revealers",3404.96,5.38
363,30,"Concealers",5996.68,6.44
363,30,"Revealers",4273.38,5.82
364,30,"Concealers",6413.74,6.76
364,30,"Revealers",4429.18,5.94
365,30,"Concealers",7792.9,7.6
365,30,"Revealers",5671.86,6.52
366,30,"Concealers",7162.86,7.18
366,30,"Revealers",5358.22,6.32
367,30,"Concealers",5329.68,6.1
367,30,"Revealers",3715.68,5.54
368,30,"Concealers",6424.06,6.98
