"Run","competitor_radius","search_radius","Strategy","PI","RS"
665,3,4,"Concealers",5711.2,6
665,3,4,"Revealers",4359.62,5.56
666,3,4,"Concealers",6928.14,7.1
666,3,4,"Revealers",6726.2,6.68
667,3,4,"Concealers",7845.94,7.6
667,3,4,"Revealers",6784.52,6.94
668,3,4,"Concealers",7546.02,7.44
668,3,4,"Revealers",7468.56,7.18
669,3,4,"Concealers",7237,6.86
669,3,4,"Revealers",3843.52,5.48
670,3,4,"Concealers",5636.5,6.12
670,3,4,"Revealers",3600.62,5.3
671,3,4,"Concealers",5623.2,5.78
671,3,4,"Revealers",2874.6,4.78
672,3,4,"Concealers",7314.04,7.3
672,3,4,"Revealers",6143.06,6.48
673,3,4,"Concealers",8314.38,7.58
673,3,4,"Revealers",5780.02,6.4
674,3,4,"Concealers",6879.22,7.06
674,3,4,"Revealers",5423.38,6.3
675,3,4,"Concealers",6349.22,6.14
675,3,4,"Revealers",3924.66,5.42
676,3,4,"Concealers",6456.72,6.7
676,3,4,"Revealers",5636.7,6.26
677,3,4,"Concealers",6998.1,7.02
677,3,4,"Revealers",6645.96,6.8
678,3,4,"Concealers",6657.88,6.42
678,3,4,"Revealers",4019.56,5.46
679,3,4,"Concealers",6743.22,6.72
679,3,4,"Revealers",5289.3,6.18
680,3,4,"Concealers",7066.74,7.02
680,3,4,"Revealers",6839.74,7.04
681,3,4,"Concealers",5755.5,6.1
681,3,4,"Revealers",4035.72,5.46
682,3,4,"Concealers",5802.02,6.12
682,3,4,"Revealers",3004.6,4.94
683,3,4,"Concealers",7769,7.56
683,3,4,"Revealers",6873.9,6.82
684,3,4,"Concealers",6807.66,6.8
684,3,4,"Revealers",5652.74,6.22
685,3,4,"Concealers",6760.4,6.66
685,3,4,"Revealers",4597.96,5.86
686,3,4,"Concealers",7116.92,7.2
686,3,4,"Revealers",7008.14,6.92
687,3,4,"Concealers",7068.04,6.98
687,3,4,"Revealers",5085.56,6.2
688,3,4,"Concealers",8126.72,7.36
688,3,4,"Revealers",6499.36,6.82
689,3,4,"Concealers",5732.96,5.98
689,3,4,"Revealers",3600.28,5.3
690,3,4,"Concealers",7655.4,7.4
690,3,4,"Revealers",5037.52,6.16
691,3,4,"Concealers",7361.04,7.3
691,3,4,"Revealers",8126.56,7.24
692,3,4,"Concealers",6056.46,6.42
692,3,4,"Revealers",3988.28,5.28
693,3,4,"Concealers",6339.36,6.2
693,3,4,"Revealers",3138.38,5.14
694,3,4,"Concealers",5310.34,5.94
694,3,4,"Revealers",3298.98,5.04
695,3,4,"Concealers",6613.66,6.82
695,3,4,"Revealers",5403.76,6.1
696,3,4,"Concealers",6419.74,6.58
696,3,4,"Revealers",5030.34,6
697,3,4,"Concealers",6990.22,7.12
697,3,4,"Revealers",6791.62,6.94
698,3,4,"Concealers",6185.84,6.28
698,3,4,"Revealers",3225.62,5.14
699,3,4,"Concealers",7399.74,7.1
699,3,4,"Revealers",6590.88,6.9
700,3,4,"Concealers",7840.58,7.36
700,3,4,"Revealers",6885.56,7.06
701,3,5,"Concealers",6600.3,6.48
701,3,5,"Revealers",3297.94,5
702,3,5,"Concealers",5647.66,6.1
702,3,5,"Revealers",4064.4,5.26
703,3,5,"Concealers",6368.12,6.72
703,3,5,"Revealers",4697.74,5.88
704,3,5,"Concealers",5725.06,6.16
704,3,5,"Revealers",4480.18,5.56
705,3,5,"Concealers",5874.96,6.22
705,3,5,"Revealers",4756.58,5.62
706,3,5,"Concealers",7871.74,7.44
706,3,5,"Revealers",6298.94,6.44
707,3,5,"Concealers",7142.76,6.84
707,3,5,"Revealers",4721.14,6.02
708,3,5,"Concealers",5901.1,5.96
708,3,5,"Revealers",3137.4,4.98
709,3,5,"Concealers",5149.42,5.58
709,3,5,"Revealers",3618.5,4.96
710,3,5,"Concealers",4776.2,5.36
710,3,5,"Revealers",2445.86,4.52
711,3,5,"Concealers",7689.58,7.38
711,3,5,"Revealers",7836.2,7.2
712,3,5,"Concealers",5915,6.42
712,3,5,"Revealers",4938.62,5.84
713,3,5,"Concealers",4230.92,4.8
713,3,5,"Revealers",1547.32,3.82
714,3,5,"Concealers",7746.84,7.26
714,3,5,"Revealers",6119.36,6.7
715,3,5,"Concealers",5673.44,5.92
715,3,5,"Revealers",2707.06,4.74
716,3,5,"Concealers",6353.12,6.52
716,3,5,"Revealers",4253.9,5.54
717,3,5,"Concealers",7768.68,7.34
717,3,5,"Revealers",6045.08,6.58
718,3,5,"Concealers",7051.82,7.1
718,3,5,"Revealers",7102.82,6.92
719,3,5,"Concealers",5643.26,6.08
719,3,5,"Revealers",3992.48,5.48
720,3,5,"Concealers",6594.16,6.94
720,3,5,"Revealers",5952.32,6.52
721,3,5,"Concealers",5430.64,5.54
721,3,5,"Revealers",3267.6,5
722,3,5,"Concealers",7819.3,7.14
722,3,5,"Revealers",5601.18,6.4
723,3,5,"Concealers",5975.76,6.22
723,3,5,"Revealers",3202.78,5
724,3,5,"Concealers",6472.26,6.68
724,3,5,"Revealers",5641.02,6.24
725,3,5,"Concealers",7884.78,7.34
725,3,5,"Revealers",6138.14,6.74
726,3,5,"Concealers",8047.08,7.36
726,3,5,"Revealers",4877.66,5.98
727,3,5,"Concealers",6254.4,6.32
727,3,5,"Revealers",3792.14,5.32
728,3,5,"Concealers",5646.8,6.2
728,3,5,"Revealers",4173.66,5.46
729,3,5,"Concealers",5588.58,5.82
729,3,5,"Revealers",3294.3,5.04
730,3,5,"Concealers",5927.24,6.26
730,3,5,"Revealers",3631.14,5.26
731,3,5,"Concealers",6877.38,6.76
731,3,5,"Revealers",3991.74,5.44
732,3,5,"Concealers",7679.86,7.22
732,3,5,"Revealers",5013.9,6.06
733,3,5,"Concealers",8111.32,7.48
733,3,5,"Revealers",5840.56,6.52
734,3,5,"Concealers",7161.92,7.16
734,3,5,"Revealers",5974.92,6.28
735,3,5,"Concealers",5813.98,6.24
735,3,5,"Revealers",5013.68,5.7
736,3,5,"Concealers",7317.66,6.84
736,3,5,"Revealers",5042.14,6.12
737,3,5,"Concealers",5364.1,5.98
737,3,5,"Revealers",4146.26,5.3
738,3,5,"Concealers",7682.04,7.36
738,3,5,"Revealers",6873.8,7.04
739,3,5,"Concealers",5963.62,6.22
739,3,5,"Revealers",4464.56,5.48
740,3,5,"Concealers",5930.16,6.32
740,3,5,"Revealers",4811.3,5.96
741,3,5,"Concealers",6213.02,6.4
741,3,5,"Revealers",3430.74,5.24
742,3,5,"Concealers",7519.42,7.42
742,3,5,"Revealers",6999.02,6.9
743,3,5,"Concealers",8464.66,7.72
743,3,5,"Revealers",5707.76,6.38
744,3,5,"Concealers",6195.24,6.68
744,3,5,"Revealers",4867.58,5.88
745,3,5,"Concealers",7758.82,7.12
745,3,5,"Revealers",5236.9,6.04
746,3,5,"Concealers",6227.2,6.2
746,3,5,"Revealers",3822.32,5.34
747,3,5,"Concealers",7671.46,7.4
747,3,5,"Revealers",6161.32,6.68
748,3,5,"Concealers",7586.96,7.18
748,3,5,"Revealers",6377,6.76
749,3,5,"Concealers",8127.88,7.54
749,3,5,"Revealers",6496.78,6.9
750,3,5,"Concealers",7791.74,7.34
750,3,5,"Revealers",5886.76,6.62
751,3,5,"Concealers",6361.6,6.78
751,3,5,"Revealers",5950.24,6.54
752,3,5,"Concealers",7808.74,7.32
752,3,5,"Revealers",6005.22,6.68
753,3,5,"Concealers",6211.86,6.44
753,3,5,"Revealers",3458.86,5.08
754,3,5,"Concealers",5282.28,5.98
754,3,5,"Revealers",3977.44,5.46
755,3,5,"Concealers",5923.54,6.1
755,3,5,"Revealers",3526.52,5.26
756,3,5,"Concealers",8343.68,7.52
756,3,5,"Revealers",5934.5,6.6
757,3,5,"Concealers",6846.22,7.06
757,3,5,"Revealers",5581.54,6.28
758,3,5,"Concealers",5064.86,5.74
758,3,5,"Revealers",3783.18,5
759,3,5,"Concealers",6076.12,6.12
759,3,5,"Revealers",3479.02,5.12
760,3,5,"Concealers",7642.74,7.12
760,3,5,"Revealers",5733.66,6.44
761,3,5,"Concealers",6628.38,6.72
761,3,5,"Revealers",4605.38,5.8
762,3,5,"Concealers",5765.24,6.26
762,3,5,"Revealers",4794.04,5.86
763,3,5,"Concealers",5087.98,5.94
763,3,5,"Revealers",4609.44,5.62
764,3,5,"Concealers",6325.64,6.24
764,3,5,"Revealers",3459.06,5.22
765,3,5,"Concealers",6276.48,6.34
765,3,5,"Revealers",3425.46,5.1
766,3,5,"Concealers",6912.18,7.12
766,3,5,"Revealers",6863.46,6.82
767,3,5,"Concealers",8064.06,7.64
767,3,5,"Revealers",7531.14,7.1
768,3,5,"Concealers",8108.2,7.54
768,3,5,"Revealers",5793.9,6.42
769,3,5,"Concealers",5427.42,5.9
769,3,5,"Revealers",3377.08,5.16
770,3,5,"Concealers",5621.82,6.14
770,3,5,"Revealers",4574.62,5.68
771,3,5,"Concealers",5528.06,6.26
771,3,5,"Revealers",4514.68,5.7
772,3,5,"Concealers",8646.28,7.52
772,3,5,"Revealers",6027.76,6.58
773,3,5,"Concealers",7126,7.02
773,3,5,"Revealers",6169.42,6.34
774,3,5,"Concealers",6922.3,7.08
774,3,5,"Revealers",7356.1,7.18
775,3,5,"Concealers",5918.34,6.08
775,3,5,"Revealers",3576.72,5.26
776,3,5,"Concealers",8228.66,7.32
776,3,5,"Revealers",5662.1,6.38
777,3,5,"Concealers",5890.84,6.38
777,3,5,"Revealers",4938.78,5.68
778,3,5,"Concealers",7072.26,7.12
778,3,5,"Revealers",6088.46,6.48
779,3,5,"Concealers",5463.52,6.1
779,3,5,"Revealers",4698.88,5.72
780,3,5,"Concealers",6166.46,6.4
780,3,5,"Revealers",4663.36,5.52
781,3,5,"Concealers",6038.4,6.1
781,3,5,"Revealers",3251.84,5.16
782,3,5,"Concealers",8456.84,7.46
782,3,5,"Revealers",5854.86,6.52
783,3,5,"Concealers",7953.12,7.36
783,3,5,"Revealers",6015.56,6.66
784,3,5,"Concealers",5630.94,6.1
784,3,5,"Revealers",4065.38,5.26
785,3,5,"Concealers",6278.56,6.68
785,3,5,"Revealers",6406.92,6.68
786,3,5,"Concealers",7963.4,7.34
786,3,5,"Revealers",4976.22,6.12
787,3,5,"Concealers",7543.9,7.44
787,3,5,"Revealers",6947.1,7.16
788,3,5,"Concealers",7141.76,7.1
788,3,5,"Revealers",6030.74,6.42
789,3,5,"Concealers",5768.54,6.2
789,3,5,"Revealers",4228.68,5.42
790,3,5,"Concealers",7134.52,7
790,3,5,"Revealers",5985.38,6.56
791,3,5,"Concealers",7184.82,7.16
791,3,5,"Revealers",7029.34,6.94
792,3,5,"Concealers",8232.18,7.58
792,3,5,"Revealers",5679.14,6.34
793,3,5,"Concealers",8200.24,7.68
793,3,5,"Revealers",6348.5,6.8
794,3,5,"Concealers",5484.44,6.16
794,3,5,"Revealers",4113.5,5.54
795,3,5,"Concealers",6265.14,6.32
795,3,5,"Revealers",3095.82,4.96
796,3,5,"Concealers",7101.34,7.04
796,3,5,"Revealers",5941.46,6.52
797,3,5,"Concealers",7412.32,7.36
797,3,5,"Revealers",6486,6.64
798,3,5,"Concealers",5881.22,6.3
798,3,5,"Revealers",4114.12,5.48
799,3,5,"Concealers",5669.36,6.04
799,3,5,"Revealers",3049.96,4.98
800,3,5,"Concealers",7329.86,7.06
800,3,5,"Revealers",6973.48,6.9
801,4,2,"Concealers",7437.68,7.42
801,4,2,"Revealers",6834.92,7
802,4,2,"Concealers",6530.8,6.84
802,4,2,"Revealers",4884.82,6.14
803,4,2,"Concealers",7207.06,7.28
803,4,2,"Revealers",6032.1,6.72
804,4,2,"Concealers",7137.94,7.08
804,4,2,"Revealers",4158.66,5.76
805,4,2,"Concealers",7876.82,7.54
805,4,2,"Revealers",5360.76,6.36
806,4,2,"Concealers",5996.9,6.42
806,4,2,"Revealers",3548.24,5.38
807,4,2,"Concealers",6327.96,6.48
807,4,2,"Revealers",3759.48,5.52
808,4,2,"Concealers",7489.88,7.46
808,4,2,"Revealers",5308.06,6.26
809,4,2,"Concealers",5738.74,6.42
809,4,2,"Revealers",4069.46,5.64
810,4,2,"Concealers",7145.18,7.02
810,4,2,"Revealers",5140.76,6.22
811,4,2,"Concealers",6545.94,6.72
811,4,2,"Revealers",3834.74,5.7
812,4,2,"Concealers",7606.6,7.46
812,4,2,"Revealers",6401.32,6.88
813,4,2,"Concealers",6347.08,6.74
813,4,2,"Revealers",3710.62,5.56
814,4,2,"Concealers",7771.02,7.6
814,4,2,"Revealers",5457.48,6.5
815,4,2,"Concealers",7543.98,7.22
815,4,2,"Revealers",5252.08,6.28
816,4,2,"Concealers",6720.22,7
816,4,2,"Revealers",5200.86,6.3
817,4,2,"Concealers",6779.24,6.92
817,4,2,"Revealers",4137.08,5.74
818,4,2,"Concealers",8457.18,7.8
818,4,2,"Revealers",4705.8,6
819,4,2,"Concealers",7600.04,7.3
819,4,2,"Revealers",5373.9,6.44
820,4,2,"Concealers",6682.24,6.8
820,4,2,"Revealers",4692.86,6.14
821,4,2,"Concealers",7258.38,7.18
821,4,2,"Revealers",5073.96,6.24
822,4,2,"Concealers",6999.64,6.94
822,4,2,"Revealers",4088.46,5.74
823,4,2,"Concealers",7059.3,7.18
823,4,2,"Revealers",4994.08,6.22
824,4,2,"Concealers",8441.08,7.88
824,4,2,"Revealers",5738.72,6.56
825,4,2,"Concealers",7404.38,7.54
825,4,2,"Revealers",6822.52,6.92
826,4,2,"Concealers",8158.62,7.84
826,4,2,"Revealers",6479.12,6.96
827,4,2,"Concealers",5999.46,6.42
827,4,2,"Revealers",3109.68,5.16
828,4,2,"Concealers",7764.42,7.52
828,4,2,"Revealers",5759.3,6.54
829,4,2,"Concealers",7293.94,7.3
829,4,2,"Revealers",4113.7,5.7
830,4,2,"Concealers",7148.7,7.18
830,4,2,"Revealers",5878.9,6.56
831,4,2,"Concealers",6539.18,6.74
831,4,2,"Revealers",3762.96,5.6
832,4,2,"Concealers",7635.78,7.34
832,4,2,"Revealers",5380.16,6.38
833,4,2,"Concealers",6732.26,6.96
833,4,2,"Revealers",3776.52,5.6
834,4,2,"Concealers",8223.96,7.88
834,4,2,"Revealers",6977.12,7.12
835,4,2,"Concealers",7370.72,7.38
835,4,2,"Revealers",5870.84,6.66
836,4,2,"Concealers",6338.78,6.58
836,4,2,"Revealers",4467.52,5.92
837,4,2,"Concealers",6201.64,6.62
837,4,2,"Revealers",3852.06,5.74
838,4,2,"Concealers",6746.64,7.06
838,4,2,"Revealers",4546.68,5.98
839,4,2,"Concealers",8165.18,7.8
839,4,2,"Revealers",5363.06,6.48
840,4,2,"Concealers",7190.26,7.16
840,4,2,"Revealers",3760.94,5.52
841,4,2,"Concealers",7967.3,7.72
841,4,2,"Revealers",4849.6,6.2
842,4,2,"Concealers",7252.38,7.34
842,4,2,"Revealers",6466.02,6.88
843,4,2,"Concealers",7921.92,7.66
843,4,2,"Revealers",7194.74,7.26
844,4,2,"Concealers",7004.24,6.9
844,4,2,"Revealers",3943.42,5.34
845,4,2,"Concealers",8134.7,7.56
845,4,2,"Revealers",6486.5,6.98
846,4,2,"Concealers",7110.04,7.14
846,4,2,"Revealers",5385.16,6.38
847,4,2,"Concealers",6254.6,6.76
847,4,2,"Revealers",4241.76,5.8
848,4,2,"Concealers",7852.72,7.7
848,4,2,"Revealers",5939.2,6.8
849,4,2,"Concealers",6707.72,6.82
849,4,2,"Revealers",4696.2,6.02
850,4,2,"Concealers",7425.96,7.32
850,4,2,"Revealers",5316.56,6.32
851,4,2,"Concealers",7620.28,7.44
851,4,2,"Revealers",7444.56,7.2
852,4,2,"Concealers",7603.36,7.52
852,4,2,"Revealers",6848.54,7.12
853,4,2,"Concealers",6802.9,6.96
853,4,2,"Revealers",4671.74,6.1
854,4,2,"Concealers",8778.54,8.08
854,4,2,"Revealers",6287.14,6.8
855,4,2,"Concealers",7876.92,7.64
855,4,2,"Revealers",6245.82,6.82
856,4,2,"Concealers",7252.86,7.2
856,4,2,"Revealers",4187.8,5.86
857,4,2,"Concealers",5903.16,6.4
857,4,2,"Revealers",4430.02,5.74
858,4,2,"Concealers",8206.54,7.8
858,4,2,"Revealers",5238.8,6.22
859,4,2,"Concealers",7386.9,7.38
859,4,2,"Revealers",6360.22,6.96
860,4,2,"Concealers",7104.42,7.08
860,4,2,"Revealers",4950.56,6.1
861,4,2,"Concealers",6980.76,7.1
861,4,2,"Revealers",5432.16,6.28
862,4,2,"Concealers",8021.86,7.56
862,4,2,"Revealers",6532.6,6.94
863,4,2,"Concealers",5596.5,6.26
863,4,2,"Revealers",3690.44,5.46
864,4,2,"Concealers",7978.04,7.68
864,4,2,"Revealers",6430.82,7.02
865,4,2,"Concealers",6852.08,7.02
865,4,2,"Revealers",4237.88,5.82
866,4,2,"Concealers",6202.58,6.64
866,4,2,"Revealers",3915.02,5.78
867,4,2,"Concealers",8271.42,7.92
867,4,2,"Revealers",6263.2,6.78
868,4,2,"Concealers",7570.98,7.38
868,4,2,"Revealers",5289.48,6.38
869,4,2,"Concealers",7675.44,7.4
869,4,2,"Revealers",5119.1,6.3
870,4,2,"Concealers",6457.06,6.84
870,4,2,"Revealers",5751.32,6.66
871,4,2,"Concealers",7805.62,7.44
871,4,2,"Revealers",5695.6,6.56
872,4,2,"Concealers",7041.48,7.16
872,4,2,"Revealers",5431.16,6.42
873,4,2,"Concealers",6596.82,6.78
873,4,2,"Revealers",4955.72,6.12
874,4,2,"Concealers",7356.34,7.34
874,4,2,"Revealers",4894.56,6.12
875,4,2,"Concealers",7049.26,7.24
875,4,2,"Revealers",5524,6.38
876,4,2,"Concealers",8379.56,7.9
876,4,2,"Revealers",5711.08,6.54
877,4,2,"Concealers",7942.66,7.6
877,4,2,"Revealers",5565.18,6.5
878,4,2,"Concealers",7674.36,7.48
878,4,2,"Revealers",5986.18,6.7
879,4,2,"Concealers",8410.68,7.86
879,4,2,"Revealers",5337.26,6.36
880,4,2,"Concealers",7985.02,7.64
880,4,2,"Revealers",6862.16,7.14
881,4,2,"Concealers",8111.64,7.74
881,4,2,"Revealers",6211.68,6.82
882,4,2,"Concealers",6804.4,7.08
882,4,2,"Revealers",4564.7,5.94
883,4,2,"Concealers",8182.92,7.8
883,4,2,"Revealers",5474.42,6.54
884,4,2,"Concealers",7055.34,7.22
884,4,2,"Revealers",5586.08,6.62
885,4,2,"Concealers",7228.9,7.26
885,4,2,"Revealers",4746.92,6.02
886,4,2,"Concealers",7275.88,7.4
886,4,2,"Revealers",6181.5,6.74
887,4,2,"Concealers",7885.52,7.6
887,4,2,"Revealers",6734.52,6.94
888,4,2,"Concealers",6957.4,6.98
888,4,2,"Revealers",3778.1,5.6
889,4,2,"Concealers",6704.16,6.86
889,4,2,"Revealers",4416.64,5.92
890,4,2,"Concealers",8117.42,7.66
890,4,2,"Revealers",5744.84,6.62
891,4,2,"Concealers",6263.08,6.62
891,4,2,"Revealers",4450.32,5.84
892,4,2,"Concealers",8174.88,7.76
892,4,2,"Revealers",5654.12,6.66
893,4,2,"Concealers",8152.66,7.72
893,4,2,"Revealers",6461.7,6.88
894,4,2,"Concealers",7742.64,7.48
894,4,2,"Revealers",5144.32,6.26
895,4,2,"Concealers",8003.5,7.66
895,4,2,"Revealers",6014.88,6.7
896,4,2,"Concealers",7944.84,7.7
896,4,2,"Revealers",6397.44,6.94
897,4,2,"Concealers",7713.9,7.44
897,4,2,"Revealers",5849.38,6.68
898,4,2,"Concealers",6518.16,6.86
898,4,2,"Revealers",4543.44,5.98
899,4,2,"Concealers",7240.72,7.16
899,4,2,"Revealers",5727,6.5
900,4,2,"Concealers",7534.98,7.26
900,4,2,"Revealers",4950.74,6.26
901,4,3,"Concealers",6279.22,6.26
901,4,3,"Revealers",3479.94,5.3
902,4,3,"Concealers",6684.32,6.68
902,4,3,"Revealers",4548.18,5.76
903,4,3,"Concealers",6960.36,7.1
903,4,3,"Revealers",6923.84,6.98
904,4,3,"Concealers",6944.4,6.78
904,4,3,"Revealers",4386.32,5.76
905,4,3,"Concealers",5980.7,6.32
905,4,3,"Revealers",4075.98,5.52
906,4,3,"Concealers",8413.78,7.84
906,4,3,"Revealers",6535.24,6.78
907,4,3,"Concealers",7698.54,7.42
907,4,3,"Revealers",4926.12,6.16
908,4,3,"Concealers",6525.72,6.4
908,4,3,"Revealers",3219.46,5.24
909,4,3,"Concealers",6111.48,6.4
909,4,3,"Revealers",3611.3,5.08
910,4,3,"Concealers",5384.18,6.14
910,4,3,"Revealers",4246.28,5.64
911,4,3,"Concealers",7340.68,7.36
911,4,3,"Revealers",7239.56,7.14
912,4,3,"Concealers",5106.82,5.76
912,4,3,"Revealers",3834.1,5.4
913,4,3,"Concealers",7112.82,7.08
913,4,3,"Revealers",7104.78,6.84
914,4,3,"Concealers",8674.28,7.84
914,4,3,"Revealers",6658,6.98
915,4,3,"Concealers",4757.88,5.28
915,4,3,"Revealers",2920.5,4.66
916,4,3,"Concealers",7766.04,7.4
916,4,3,"Revealers",7190.66,7.06
917,4,3,"Concealers",5955.12,6.36
917,4,3,"Revealers",3827.36,5.34
918,4,3,"Concealers",7435.14,7.24
918,4,3,"Revealers",6955,6.96
919,4,3,"Concealers",5512.78,5.8
919,4,3,"Revealers",2984.16,4.9
920,4,3,"Concealers",5643.52,5.9
920,4,3,"Revealers",3333.1,5.04
921,4,3,"Concealers",6081.84,6.1
921,4,3,"Revealers",3002.12,4.96
922,4,3,"Concealers",5742.86,6.36
922,4,3,"Revealers",4313.34,5.72
923,4,3,"Concealers",5678.78,6.32
923,4,3,"Revealers",3919.4,5.3
924,4,3,"Concealers",8134.96,7.5
924,4,3,"Revealers",6662.92,7.02
925,4,3,"Concealers",5773.4,6.26
925,4,3,"Revealers",5580.24,6.18
926,4,3,"Concealers",6401.3,6.82
926,4,3,"Revealers",5726.26,6.42
927,4,3,"Concealers",6253.58,6.44
927,4,3,"Revealers",4760.12,5.8
928,4,3,"Concealers",6893.52,6.82
928,4,3,"Revealers",4466.4,5.9
929,4,3,"Concealers",7695.96,7.38
929,4,3,"Revealers",5437.74,6.28
930,4,3,"Concealers",8357.06,7.56
930,4,3,"Revealers",5903.44,6.52
931,4,3,"Concealers",6573.2,6.8
931,4,3,"Revealers",5472.3,6.2
932,4,3,"Concealers",7680.3,7.36
932,4,3,"Revealers",6791.72,6.96
933,4,3,"Concealers",6143.2,6.56
933,4,3,"Revealers",4531.08,5.82
934,4,3,"Concealers",7920.22,7.64
934,4,3,"Revealers",7152.64,6.9
935,4,3,"Concealers",6651.5,6.62
935,4,3,"Revealers",3619.08,5.3
936,4,3,"Concealers",7876.8,7.3
936,4,3,"Revealers",6259.26,6.76
937,4,3,"Concealers",6584.12,6.76
937,4,3,"Revealers",4169.96,5.62
938,4,3,"Concealers",8510.2,7.76
938,4,3,"Revealers",6544.8,7.04
939,4,3,"Concealers",8302.08,7.64
939,4,3,"Revealers",5772.42,6.5
940,4,3,"Concealers",8008.78,7.32
940,4,3,"Revealers",4483.6,5.92
941,4,3,"Concealers",6293.14,6.64
941,4,3,"Revealers",5661.66,6.32
942,4,3,"Concealers",7824.62,7.32
942,4,3,"Revealers",5591.24,6.32
943,4,3,"Concealers",8258.02,7.76
943,4,3,"Revealers",6155.02,6.64
944,4,3,"Concealers",5375.86,5.86
944,4,3,"Revealers",3556.2,5.08
945,4,3,"Concealers",6859.5,6.82
945,4,3,"Revealers",5304.6,6.1
946,4,3,"Concealers",7081.52,7.08
946,4,3,"Revealers",6659.54,6.76
947,4,3,"Concealers",7588.4,7.48
947,4,3,"Revealers",6652.08,6.78
948,4,3,"Concealers",6397.26,6.5
948,4,3,"Revealers",3248.66,5.24
949,4,3,"Concealers",7162.92,7.2
949,4,3,"Revealers",6666.06,6.84
950,4,3,"Concealers",7685.9,7.42
950,4,3,"Revealers",6707.56,6.98
951,4,3,"Concealers",7988.38,7.68
951,4,3,"Revealers",6528.24,6.72
952,4,3,"Concealers",5883.2,6
952,4,3,"Revealers",3640.62,5.26
953,4,3,"Concealers",7608.28,7.48
953,4,3,"Revealers",6583.36,6.84
954,4,3,"Concealers",6782.54,6.9
954,4,3,"Revealers",5874.1,6.36
955,4,3,"Concealers",7982.56,7.58
955,4,3,"Revealers",5947.56,6.54
956,4,3,"Concealers",6650.26,6.7
956,4,3,"Revealers",5595.04,6.28
957,4,3,"Concealers",7295,7.18
957,4,3,"Revealers",5593.2,6.48
958,4,3,"Concealers",7744.62,7.5
958,4,3,"Revealers",6960.72,7.04
959,4,3,"Concealers",7459.64,7.34
959,4,3,"Revealers",6541.04,6.78
960,4,3,"Concealers",6686.58,6.82
960,4,3,"Revealers",5800.12,6.38
961,4,3,"Concealers",7338.9,7.28
961,4,3,"Revealers",6299.38,6.78
962,4,3,"Concealers",7661.5,7.32
962,4,3,"Revealers",5622.26,6.46
963,4,3,"Concealers",7540.22,7.32
963,4,3,"Revealers",6745.08,6.78
964,4,3,"Concealers",7762,7.5
964,4,3,"Revealers",6819.9,6.96
965,4,3,"Concealers",7230.16,7.14
965,4,3,"Revealers",5703.64,6.32
966,4,3,"Concealers",7020.18,7.18
966,4,3,"Revealers",6303.92,6.78
967,4,3,"Concealers",6298.42,6.34
967,4,3,"Revealers",3701.66,5.48
968,4,3,"Concealers",8643.86,7.64
968,4,3,"Revealers",5422.32,6.34
969,4,3,"Concealers",7453.64,7.26
969,4,3,"Revealers",6416.9,6.8
970,4,3,"Concealers",5886.42,6.16
970,4,3,"Revealers",2841.78,4.8
971,4,3,"Concealers",7767.52,7.54
971,4,3,"Revealers",5750.36,6.42
972,4,3,"Concealers",8472.58,7.74
972,4,3,"Revealers",6544.7,6.9
973,4,3,"Concealers",4669.12,5.44
973,4,3,"Revealers",3259.38,4.94
974,4,3,"Concealers",5917.76,6.34
974,4,3,"Revealers",4012.14,5.42
975,4,3,"Concealers",8093.86,7.56
975,4,3,"Revealers",5630.6,6.46
976,4,3,"Concealers",8484.26,7.86
976,4,3,"Revealers",6898.84,6.84
977,4,3,"Concealers",9370.94,8.04
977,4,3,"Revealers",5657.44,6.36
978,4,3,"Concealers",5512.7,6.08
978,4,3,"Revealers",4224.22,5.62
979,4,3,"Concealers",4856.78,5.48
979,4,3,"Revealers",3351.56,4.96
980,4,3,"Concealers",7095.42,6.76
980,4,3,"Revealers",4430.9,5.84
981,4,3,"Concealers",4823.42,5.36
981,4,3,"Revealers",2528.12,4.72
982,4,3,"Concealers",7565.36,7.44
982,4,3,"Revealers",7261.36,7.16
983,4,3,"Concealers",7831.32,7.44
983,4,3,"Revealers",6538.14,6.88
984,4,3,"Concealers",7830.06,7.54
984,4,3,"Revealers",6563.82,6.9
985,4,3,"Concealers",4865.86,5.44
985,4,3,"Revealers",2560.54,4.6
986,4,3,"Concealers",7870.4,7.6
986,4,3,"Revealers",7031.88,7.16
987,4,3,"Concealers",6430.62,6.6
987,4,3,"Revealers",4406.1,5.78
988,4,3,"Concealers",5740.12,6.28
988,4,3,"Revealers",3727.42,5.38
989,4,3,"Concealers",6015.48,6.26
989,4,3,"Revealers",3684.54,5.36
990,4,3,"Concealers",8316,7.62
990,4,3,"Revealers",6388.94,6.88
991,4,3,"Concealers",5838.84,6.28
991,4,3,"Revealers",3798.78,5.44
992,4,3,"Concealers",6014.58,6.34
992,4,3,"Revealers",4112.68,5.6
993,4,3,"Concealers",6658.26,6.86
993,4,3,"Revealers",4878.94,5.88
994,4,3,"Concealers",6786,6.52
994,4,3,"Revealers",3815.64,5.42
995,4,3,"Concealers",6332.28,6.58
995,4,3,"Revealers",4479.88,5.66
996,4,3,"Concealers",8248.56,7.6
996,4,3,"Revealers",5628.84,6.56
997,4,3,"Concealers",7534.68,7.42
997,4,3,"Revealers",7446.16,7.22
998,4,3,"Concealers",6323.58,6.9
