"Run","costO","costS","Strategy","PI","RS"
922,0.5,2,"Concealers",7669.7,7.66
922,0.5,2,"Revealers",7605.44,7.58
923,0.5,2,"Concealers",7738.1,7.78
923,0.5,2,"Revealers",7354.1,7.52
924,0.5,2,"Concealers",7637.3,7.66
924,0.5,2,"Revealers",7134.32,7.34
925,0.5,2,"Concealers",7653.54,7.56
925,0.5,2,"Revealers",7862.18,7.68
926,0.5,2,"Concealers",8092.76,7.76
926,0.5,2,"Revealers",7694.8,7.6
927,0.5,2,"Concealers",7664.88,7.66
927,0.5,2,"Revealers",7734.3,7.64
928,0.5,2,"Concealers",7757.06,7.66
928,0.5,2,"Revealers",8443,8.06
929,0.5,2,"Concealers",7193.4,7.42
929,0.5,2,"Revealers",7953.92,7.84
930,0.5,2,"Concealers",7884.4,7.78
930,0.5,2,"Revealers",7996.56,7.78
931,0.5,2,"Concealers",7896.98,7.66
931,0.5,2,"Revealers",8756.58,8.12
932,0.5,2,"Concealers",8484.86,8
932,0.5,2,"Revealers",7510.2,7.52
933,0.5,2,"Concealers",7906.26,7.76
933,0.5,2,"Revealers",8263.74,7.96
934,0.5,2,"Concealers",7646.74,7.64
934,0.5,2,"Revealers",7667.5,7.6
935,0.5,2,"Concealers",7709.02,7.66
935,0.5,2,"Revealers",7838.94,7.72
936,0.5,2,"Concealers",8252.12,7.94
936,0.5,2,"Revealers",7210.84,7.42
937,0.5,2,"Concealers",6922.96,7.36
937,0.5,2,"Revealers",7344.78,7.56
938,0.5,2,"Concealers",7914.58,7.72
938,0.5,2,"Revealers",8108.98,7.88
939,0.5,2,"Concealers",7976.94,7.86
939,0.5,2,"Revealers",7995.1,7.76
940,0.5,2,"Concealers",7128.52,7.4
940,0.5,2,"Revealers",7210.18,7.48
941,0.5,2,"Concealers",7337.68,7.62
941,0.5,2,"Revealers",6706,7.2
942,0.5,2,"Concealers",7612.8,7.62
942,0.5,2,"Revealers",7790.84,7.7
943,0.5,2,"Concealers",7158.18,7.42
943,0.5,2,"Revealers",7238.04,7.5
944,0.5,2,"Concealers",7115.24,7.4
944,0.5,2,"Revealers",7898.1,7.78
945,0.5,2,"Concealers",7566.86,7.54
945,0.5,2,"Revealers",8550.7,8.16
946,0.5,2,"Concealers",6715.2,7.2
946,0.5,2,"Revealers",7287.74,7.48
947,0.5,2,"Concealers",6576.9,7.14
947,0.5,2,"Revealers",7309.78,7.58
948,0.5,2,"Concealers",7486.6,7.54
948,0.5,2,"Revealers",7119.3,7.38
949,0.5,2,"Concealers",7506.88,7.64
949,0.5,2,"Revealers",7038.46,7.32
950,0.5,2,"Concealers",7740.18,7.66
950,0.5,2,"Revealers",7226.42,7.38
951,0.5,2,"Concealers",7721,7.74
951,0.5,2,"Revealers",8009.62,7.82
952,0.5,2,"Concealers",7730.86,7.74
952,0.5,2,"Revealers",7715.5,7.8
953,0.5,2,"Concealers",7788.28,7.8
953,0.5,2,"Revealers",7495.52,7.66
954,0.5,2,"Concealers",7600.58,7.64
954,0.5,2,"Revealers",7455.64,7.5
955,0.5,2,"Concealers",7666.9,7.54
955,0.5,2,"Revealers",8196.72,7.94
956,0.5,2,"Concealers",7267.8,7.48
956,0.5,2,"Revealers",7708.96,7.72
957,0.5,2,"Concealers",7240.94,7.5
957,0.5,2,"Revealers",7358.34,7.52
958,0.5,2,"Concealers",7425.54,7.52
958,0.5,2,"Revealers",7373.74,7.52
959,0.5,2,"Concealers",7742.32,7.64
959,0.5,2,"Revealers",8038.34,7.78
960,0.5,2,"Concealers",7333.02,7.5
960,0.5,2,"Revealers",7915.06,7.82
961,0.5,2,"Concealers",7073.16,7.38
961,0.5,2,"Revealers",7828.72,7.72
962,0.5,2,"Concealers",7593.2,7.48
962,0.5,2,"Revealers",7844.54,7.72
963,0.5,2,"Concealers",7345.76,7.54
963,0.5,2,"Revealers",6754.76,7.26
964,0.5,2,"Concealers",7069.56,7.32
964,0.5,2,"Revealers",7688.88,7.7
965,0.5,2,"Concealers",7668.88,7.68
965,0.5,2,"Revealers",7636.96,7.6
966,0.5,2,"Concealers",7070.02,7.36
966,0.5,2,"Revealers",7585.86,7.66
967,0.5,2,"Concealers",7829.06,7.82
967,0.5,2,"Revealers",7591.5,7.58
968,0.5,2,"Concealers",7826.24,7.72
968,0.5,2,"Revealers",8476.64,7.96
969,0.5,2,"Concealers",8145,7.88
969,0.5,2,"Revealers",8041.7,7.86
970,0.5,2,"Concealers",7326.12,7.48
970,0.5,2,"Revealers",7457.04,7.5
971,0.5,2,"Concealers",7513.52,7.6
971,0.5,2,"Revealers",7692.86,7.76
972,0.5,2,"Concealers",6953.02,7.24
972,0.5,2,"Revealers",7491,7.6
973,0.5,2,"Concealers",7455.88,7.56
973,0.5,2,"Revealers",7514.72,7.54
974,0.5,2,"Concealers",7533.08,7.62
974,0.5,2,"Revealers",7214.08,7.46
975,0.5,2,"Concealers",7459.94,7.58
975,0.5,2,"Revealers",7298.58,7.52
976,0.5,2,"Concealers",8656.5,8.04
976,0.5,2,"Revealers",7435.74,7.48
977,0.5,2,"Concealers",7722.02,7.68
977,0.5,2,"Revealers",7674.84,7.64
978,0.5,2,"Concealers",7494.8,7.52
978,0.5,2,"Revealers",7220.44,7.34
979,0.5,2,"Concealers",7648.48,7.68
979,0.5,2,"Revealers",7581.22,7.64
980,0.5,2,"Concealers",7922.3,7.8
980,0.5,2,"Revealers",7777.54,7.7
981,0.5,2,"Concealers",7600.78,7.58
981,0.5,2,"Revealers",7837.18,7.72
982,0.5,2,"Concealers",7483.26,7.56
982,0.5,2,"Revealers",7592.9,7.66
983,0.5,2,"Concealers",7607.82,7.6
983,0.5,2,"Revealers",7325.54,7.52
984,0.5,2,"Concealers",7213.38,7.42
984,0.5,2,"Revealers",7517.94,7.64
985,0.5,2,"Concealers",8156.08,7.84
985,0.5,2,"Revealers",7940.24,7.76
986,0.5,2,"Concealers",7525.6,7.5
986,0.5,2,"Revealers",8260.76,7.92
987,0.5,2,"Concealers",7705.7,7.62
987,0.5,2,"Revealers",7514.98,7.62
988,0.5,2,"Concealers",7838.62,7.72
988,0.5,2,"Revealers",7856.7,7.82
989,0.5,2,"Concealers",8232.22,7.84
989,0.5,2,"Revealers",8025.44,7.72
990,0.5,2,"Concealers",8969.3,8.12
990,0.5,2,"Revealers",7988.18,7.72
991,0.5,2,"Concealers",7832.04,7.86
991,0.5,2,"Revealers",7324.5,7.44
992,0.5,2,"Concealers",7871.5,7.74
992,0.5,2,"Revealers",7647.22,7.64
993,0.5,2,"Concealers",7780.56,7.66
993,0.5,2,"Revealers",7184.38,7.42
994,0.5,2,"Concealers",8037.92,7.8
994,0.5,2,"Revealers",7861.12,7.76
995,0.5,2,"Concealers",7426.8,7.56
995,0.5,2,"Revealers",7581.82,7.56
996,0.5,2,"Concealers",7883.68,7.72
996,0.5,2,"Revealers",8080.96,7.9
997,0.5,2,"Concealers",6748.3,7.22
997,0.5,2,"Revealers",6999.82,7.38
998,0.5,2,"Concealers",7652.76,7.64
998,0.5,2,"Revealers",7693.66,7.7
999,0.5,2,"Concealers",8372.48,7.88
999,0.5,2,"Revealers",8201.72,7.9
1000,0.5,2,"Concealers",7693.76,7.64
1000,0.5,2,"Revealers",7910.1,7.76
1001,1,0,"Concealers",7359.2,7.32
1001,1,0,"Revealers",5596.84,6.58
1002,1,0,"Concealers",7623.58,7.52
1002,1,0,"Revealers",6434.72,6.86
1003,1,0,"Concealers",6518.7,6.82
1003,1,0,"Revealers",5542.8,6.4
1004,1,0,"Concealers",9132.24,8.2
1004,1,0,"Revealers",6310.4,6.86
1005,1,0,"Concealers",8067.28,7.76
1005,1,0,"Revealers",5766.16,6.62
1006,1,0,"Concealers",6838.04,6.84
1006,1,0,"Revealers",4850.08,6.02
1007,1,0,"Concealers",7039.32,7.06
1007,1,0,"Revealers",4542.32,5.94
1008,1,0,"Concealers",7105.04,7.22
1008,1,0,"Revealers",5904.8,6.56
1009,1,0,"Concealers",7081.46,7.22
1009,1,0,"Revealers",5266.74,6.26
1010,1,0,"Concealers",7051.68,7.22
1010,1,0,"Revealers",5938.38,6.66
1011,1,0,"Concealers",7755.28,7.5
1011,1,0,"Revealers",5680.2,6.54
1012,1,0,"Concealers",7293.42,7.48
1012,1,0,"Revealers",7730.08,7.66
1013,1,0,"Concealers",7724.72,7.54
1013,1,0,"Revealers",6868.18,7.08
1014,1,0,"Concealers",7349.66,7.22
1014,1,0,"Revealers",4806.72,6.12
1015,1,0,"Concealers",5786.5,6.44
1015,1,0,"Revealers",3487,5.36
1016,1,0,"Concealers",6302.02,6.8
1016,1,0,"Revealers",7473.28,7.38
1017,1,0,"Concealers",6423.58,6.88
1017,1,0,"Revealers",6085.06,6.56
1018,1,0,"Concealers",6254.42,6.64
1018,1,0,"Revealers",5235.16,6.36
1019,1,0,"Concealers",7584,7.4
1019,1,0,"Revealers",4541.4,5.96
1020,1,0,"Concealers",7768.1,7.4
1020,1,0,"Revealers",6003.74,6.78
1021,1,0,"Concealers",6706.1,7
1021,1,0,"Revealers",4407.4,5.84
1022,1,0,"Concealers",7511.72,7.5
1022,1,0,"Revealers",5984.12,6.62
1023,1,0,"Concealers",7031.18,7.18
1023,1,0,"Revealers",5760.44,6.44
1024,1,0,"Concealers",7693.8,7.56
1024,1,0,"Revealers",5154.14,6.14
1025,1,0,"Concealers",8152.18,7.68
1025,1,0,"Revealers",7018.74,7.26
1026,1,0,"Concealers",7140.36,7.06
1026,1,0,"Revealers",4643.84,5.96
1027,1,0,"Concealers",6992.26,6.96
1027,1,0,"Revealers",4553.48,5.92
1028,1,0,"Concealers",5590.16,6.02
1028,1,0,"Revealers",3415.14,5.34
1029,1,0,"Concealers",7117.78,7.14
1029,1,0,"Revealers",5310.98,6.34
1030,1,0,"Concealers",6127.8,6.48
1030,1,0,"Revealers",3547.3,5.4
1031,1,0,"Concealers",7208.12,7.3
1031,1,0,"Revealers",5032.08,6.22
1032,1,0,"Concealers",5352.18,5.9
1032,1,0,"Revealers",3127.08,5.1
1033,1,0,"Concealers",6685.18,7.06
1033,1,0,"Revealers",7131.86,7.24
1034,1,0,"Concealers",7687.6,7.36
1034,1,0,"Revealers",4343.48,5.96
1035,1,0,"Concealers",5841.88,6.36
1035,1,0,"Revealers",4280.66,5.62
1036,1,0,"Concealers",7852.34,7.62
1036,1,0,"Revealers",6198.92,6.72
1037,1,0,"Concealers",6974.22,7.18
1037,1,0,"Revealers",7011.32,7.26
1038,1,0,"Concealers",6510.08,6.8
1038,1,0,"Revealers",5313.68,6.28
1039,1,0,"Concealers",7495.26,7.4
1039,1,0,"Revealers",5592.28,6.62
1040,1,0,"Concealers",6490.64,6.94
1040,1,0,"Revealers",5295.62,6.38
1041,1,0,"Concealers",6439.64,6.74
1041,1,0,"Revealers",3892.34,5.6
1042,1,0,"Concealers",6283.7,6.72
1042,1,0,"Revealers",5124.56,6.22
1043,1,0,"Concealers",7659.4,7.56
1043,1,0,"Revealers",6964.84,7.26
1044,1,0,"Concealers",7991.08,7.56
1044,1,0,"Revealers",7298.2,7.38
1045,1,0,"Concealers",6918.12,6.98
1045,1,0,"Revealers",6094.98,6.76
1046,1,0,"Concealers",6798.3,7.12
1046,1,0,"Revealers",7728.6,7.46
1047,1,0,"Concealers",6239.54,6.86
1047,1,0,"Revealers",6238.62,6.9
1048,1,0,"Concealers",6590.36,6.92
1048,1,0,"Revealers",5157.36,6.06
1049,1,0,"Concealers",8181.28,7.72
1049,1,0,"Revealers",5788.18,6.7
1050,1,0,"Concealers",7326.8,7.3
1050,1,0,"Revealers",5089.28,6.28
1051,1,0,"Concealers",8169.32,7.8
1051,1,0,"Revealers",7104.56,7.2
1052,1,0,"Concealers",6033.52,6.66
1052,1,0,"Revealers",4600.74,6.06
1053,1,0,"Concealers",5695.8,6.4
1053,1,0,"Revealers",3102.98,5.28
1054,1,0,"Concealers",6376.88,6.8
1054,1,0,"Revealers",4467.76,5.98
1055,1,0,"Concealers",7795.68,7.66
1055,1,0,"Revealers",6289.42,6.94
1056,1,0,"Concealers",8438.04,7.98
1056,1,0,"Revealers",7003.58,7.22
1057,1,0,"Concealers",5147.06,5.68
1057,1,0,"Revealers",2472.86,4.9
1058,1,0,"Concealers",7478.92,7.38
1058,1,0,"Revealers",5651.56,6.6
1059,1,0,"Concealers",7198.04,7.18
1059,1,0,"Revealers",4674.72,6.06
1060,1,0,"Concealers",6642.7,6.86
1060,1,0,"Revealers",4560.1,5.92
1061,1,0,"Concealers",6826.4,7.02
1061,1,0,"Revealers",4307,5.7
1062,1,0,"Concealers",7636.92,7.56
1062,1,0,"Revealers",6776.52,7.12
1063,1,0,"Concealers",6570.9,6.94
1063,1,0,"Revealers",5193.78,6.24
1064,1,0,"Concealers",7237.38,7.34
1064,1,0,"Revealers",6871.6,7.26
1065,1,0,"Concealers",8218.48,7.78
1065,1,0,"Revealers",6263.94,6.84
1066,1,0,"Concealers",7933.02,7.66
1066,1,0,"Revealers",6089.06,6.74
1067,1,0,"Concealers",7701.92,7.56
1067,1,0,"Revealers",5382.78,6.42
1068,1,0,"Concealers",5628.58,6.26
1068,1,0,"Revealers",3129.64,5.18
1069,1,0,"Concealers",6453,6.68
1069,1,0,"Revealers",4294.5,5.88
1070,1,0,"Concealers",7414.46,7.28
1070,1,0,"Revealers",4932.8,6.18
1071,1,0,"Concealers",7620.16,7.6
1071,1,0,"Revealers",7585.28,7.5
1072,1,0,"Concealers",4455.46,5.32
1072,1,0,"Revealers",1859.74,4.38
1073,1,0,"Concealers",7372.94,7.46
1073,1,0,"Revealers",6807.52,7.12
1074,1,0,"Concealers",6652.64,6.76
1074,1,0,"Revealers",4147.38,5.7
1075,1,0,"Concealers",6776.4,7.1
1075,1,0,"Revealers",7493.56,7.38
1076,1,0,"Concealers",7489.4,7.52
1076,1,0,"Revealers",6930.72,7.22
1077,1,0,"Concealers",7640.14,7.52
1077,1,0,"Revealers",6391.62,7
1078,1,0,"Concealers",7294.56,7.26
1078,1,0,"Revealers",5180.24,6.22
1079,1,0,"Concealers",8365.44,7.74
1079,1,0,"Revealers",6035.64,6.74
1080,1,0,"Concealers",8442.36,7.92
1080,1,0,"Revealers",6663.98,6.96
1081,1,0,"Concealers",5766.26,6.5
1081,1,0,"Revealers",4171.78,5.76
1082,1,0,"Concealers",7343.8,7.38
1082,1,0,"Revealers",7616.02,7.5
1083,1,0,"Concealers",6616.64,7.08
1083,1,0,"Revealers",6451.86,6.88
1084,1,0,"Concealers",7545.56,7.4
1084,1,0,"Revealers",5760.9,6.62
1085,1,0,"Concealers",7912.92,7.66
1085,1,0,"Revealers",6558.54,6.94
1086,1,0,"Concealers",7568,7.28
1086,1,0,"Revealers",5655.42,6.58
1087,1,0,"Concealers",6602.38,6.86
1087,1,0,"Revealers",5245.6,6.32
1088,1,0,"Concealers",7013.82,7.04
1088,1,0,"Revealers",4189.66,5.82
1089,1,0,"Concealers",8277.86,7.72
1089,1,0,"Revealers",5211.62,6.3
1090,1,0,"Concealers",6726.92,6.9
1090,1,0,"Revealers",5540.22,6.42
1091,1,0,"Concealers",6854.78,7.1
1091,1,0,"Revealers",5002.32,6.18
1092,1,0,"Concealers",8522.78,7.74
1092,1,0,"Revealers",6866.2,7.06
1093,1,0,"Concealers",7639.08,7.52
1093,1,0,"Revealers",5846.82,6.56
1094,1,0,"Concealers",7208.04,7.12
1094,1,0,"Revealers",4642.08,6.12
1095,1,0,"Concealers",7430.78,7.34
1095,1,0,"Revealers",5976.96,6.68
1096,1,0,"Concealers",7616.48,7.52
1096,1,0,"Revealers",6881.1,7.14
1097,1,0,"Concealers",7373.92,7.12
1097,1,0,"Revealers",4621.56,6
1098,1,0,"Concealers",7760.4,7.56
1098,1,0,"Revealers",6697.1,6.98
1099,1,0,"Concealers",8087.72,7.54
1099,1,0,"Revealers",6185.04,6.7
1100,1,0,"Concealers",6825.74,6.98
1100,1,0,"Revealers",3999.04,5.64
1101,1,0.5,"Concealers",8347.06,7.84
1101,1,0.5,"Revealers",5969.16,6.6
1102,1,0.5,"Concealers",8101.56,7.7
1102,1,0.5,"Revealers",6041,6.7
1103,1,0.5,"Concealers",7995.64,7.62
1103,1,0.5,"Revealers",6049.72,6.66
1104,1,0.5,"Concealers",6889.14,7.2
1104,1,0.5,"Revealers",4621.36,6
1105,1,0.5,"Concealers",7343.32,7.24
1105,1,0.5,"Revealers",4989.64,6.22
1106,1,0.5,"Concealers",7510.28,7.36
1106,1,0.5,"Revealers",5035.38,6.22
1107,1,0.5,"Concealers",7849.22,7.66
1107,1,0.5,"Revealers",5529.34,6.3
1108,1,0.5,"Concealers",8739.4,7.88
1108,1,0.5,"Revealers",6487.96,6.98
1109,1,0.5,"Concealers",7478.28,7.3
1109,1,0.5,"Revealers",6291.28,6.86
1110,1,0.5,"Concealers",6494.84,6.86
1110,1,0.5,"Revealers",5559.7,6.4
1111,1,0.5,"Concealers",6522.62,6.6
1111,1,0.5,"Revealers",3630.56,5.48
1112,1,0.5,"Concealers",7515.5,7.36
1112,1,0.5,"Revealers",5678.16,6.54
1113,1,0.5,"Concealers",7945.72,7.6
1113,1,0.5,"Revealers",5284.88,6.44
1114,1,0.5,"Concealers",6921.56,7.14
1114,1,0.5,"Revealers",5524.02,6.48
1115,1,0.5,"Concealers",7899.7,7.54
1115,1,0.5,"Revealers",5336.26,6.34
1116,1,0.5,"Concealers",6741.98,6.84
1116,1,0.5,"Revealers",3529.72,5.32
1117,1,0.5,"Concealers",7265.86,7.26
1117,1,0.5,"Revealers",6348.9,6.8
1118,1,0.5,"Concealers",7140.04,7.12
1118,1,0.5,"Revealers",5058.08,6.4
1119,1,0.5,"Concealers",8098.52,7.64
1119,1,0.5,"Revealers",5180.66,6.28
1120,1,0.5,"Concealers",7664.92,7.38
1120,1,0.5,"Revealers",4464.38,5.98
1121,1,0.5,"Concealers",8134.96,7.64
1121,1,0.5,"Revealers",5063.6,6.26
1122,1,0.5,"Concealers",7890.1,7.62
1122,1,0.5,"Revealers",6648.56,7.04
1123,1,0.5,"Concealers",7584.2,7.48
1123,1,0.5,"Revealers",4729.02,6.08
1124,1,0.5,"Concealers",6165.92,6.66
1124,1,0.5,"Revealers",4362.8,5.86
1125,1,0.5,"Concealers",6792.06,6.96
1125,1,0.5,"Revealers",5542.6,6.44
1126,1,0.5,"Concealers",6724.66,6.96
1126,1,0.5,"Revealers",4814.66,6.06
1127,1,0.5,"Concealers",7159.24,7.08
1127,1,0.5,"Revealers",5392.88,6.34
1128,1,0.5,"Concealers",7510.16,7.28
1128,1,0.5,"Revealers",5069.92,6.16
1129,1,0.5,"Concealers",8060.34,7.56
1129,1,0.5,"Revealers",5915.2,6.64
1130,1,0.5,"Concealers",7733.54,7.48
1130,1,0.5,"Revealers",6282.38,6.94
1131,1,0.5,"Concealers",8326.38,7.8
1131,1,0.5,"Revealers",5517.64,6.44
1132,1,0.5,"Concealers",6816.48,7.02
1132,1,0.5,"Revealers",5765.24,6.48
1133,1,0.5,"Concealers",7505.04,7.38
1133,1,0.5,"Revealers",6044.14,6.76
1134,1,0.5,"Concealers",7817.66,7.5
1134,1,0.5,"Revealers",6072.88,6.64
1135,1,0.5,"Concealers",7436.94,7.42
1135,1,0.5,"Revealers",6152.92,6.78
1136,1,0.5,"Concealers",6483.4,6.72
1136,1,0.5,"Revealers",4429.46,5.92
1137,1,0.5,"Concealers",6207.92,6.62
1137,1,0.5,"Revealers",4008.6,5.6
1138,1,0.5,"Concealers",6625.04,6.82
1138,1,0.5,"Revealers",3310.72,5.38
1139,1,0.5,"Concealers",8183.86,7.82
1139,1,0.5,"Revealers",6694.24,7
1140,1,0.5,"Concealers",7125.68,7.12
1140,1,0.5,"Revealers",5599.74,6.46
1141,1,0.5,"Concealers",7269.36,7.26
1141,1,0.5,"Revealers",5531.14,6.52
1142,1,0.5,"Concealers",7912.62,7.66
1142,1,0.5,"Revealers",6798.14,6.96
1143,1,0.5,"Concealers",7716.72,7.48
1143,1,0.5,"Revealers",5802.92,6.62
1144,1,0.5,"Concealers",7462.62,7.3
1144,1,0.5,"Revealers",5576.08,6.48
1145,1,0.5,"Concealers",7104.52,7.04
1145,1,0.5,"Revealers",5270.08,6.22
1146,1,0.5,"Concealers",7941.3,7.66
1146,1,0.5,"Revealers",5355.2,6.36
1147,1,0.5,"Concealers",7389.4,7.42
1147,1,0.5,"Revealers",5994.16,6.78
1148,1,0.5,"Concealers",8842,8
1148,1,0.5,"Revealers",6132.94,6.64
1149,1,0.5,"Concealers",7966.62,7.56
1149,1,0.5,"Revealers",5224.28,6.28
1150,1,0.5,"Concealers",7182.26,7.36
1150,1,0.5,"Revealers",6140.34,6.72
1151,1,0.5,"Concealers",7165.62,7.18
1151,1,0.5,"Revealers",6385.82,7.02
1152,1,0.5,"Concealers",8111.6,7.72
1152,1,0.5,"Revealers",5709.32,6.64
1153,1,0.5,"Concealers",6691.18,6.98
1153,1,0.5,"Revealers",6719.8,7
1154,1,0.5,"Concealers",6441.34,6.6
1154,1,0.5,"Revealers",4700.08,5.94
1155,1,0.5,"Concealers",6690.2,6.96
1155,1,0.5,"Revealers",4931.56,6.08
1156,1,0.5,"Concealers",7459.4,7.22
1156,1,0.5,"Revealers",5617.94,6.56
1157,1,0.5,"Concealers",5974.26,6.6
1157,1,0.5,"Revealers",4158.58,5.78
1158,1,0.5,"Concealers",7282.5,7.36
1158,1,0.5,"Revealers",5773.82,6.5
1159,1,0.5,"Concealers",6663.24,7.04
1159,1,0.5,"Revealers",5127.16,6.22
1160,1,0.5,"Concealers",6072.38,6.54
1160,1,0.5,"Revealers",4056.72,5.56
1161,1,0.5,"Concealers",7629.06,7.54
1161,1,0.5,"Revealers",4792.28,6.08
1162,1,0.5,"Concealers",7781.52,7.6
1162,1,0.5,"Revealers",5745.1,6.64
1163,1,0.5,"Concealers",6466.72,6.8
1163,1,0.5,"Revealers",3953.64,5.62
1164,1,0.5,"Concealers",7889.76,7.64
1164,1,0.5,"Revealers",6344.1,7.04
1165,1,0.5,"Concealers",6006.3,6.46
1165,1,0.5,"Revealers",4661.04,5.86
1166,1,0.5,"Concealers",7277.12,7.32
1166,1,0.5,"Revealers",6089.92,6.74
1167,1,0.5,"Concealers",7740.16,7.52
1167,1,0.5,"Revealers",5992.34,6.78
1168,1,0.5,"Concealers",6416,6.8
1168,1,0.5,"Revealers",4809.48,6.18
1169,1,0.5,"Concealers",7451.34,7.44
1169,1,0.5,"Revealers",6891.54,7.12
1170,1,0.5,"Concealers",8193.2,7.9
1170,1,0.5,"Revealers",7068.5,7.12
1171,1,0.5,"Concealers",6864.16,6.94
1171,1,0.5,"Revealers",5023.5,6.18
1172,1,0.5,"Concealers",6911.66,7
1172,1,0.5,"Revealers",5764.3,6.6
1173,1,0.5,"Concealers",7751.34,7.54
1173,1,0.5,"Revealers",6945.84,7.16
1174,1,0.5,"Concealers",6903.48,6.92
1174,1,0.5,"Revealers",4545.16,6.02
1175,1,0.5,"Concealers",7990.04,7.54
1175,1,0.5,"Revealers",5637.56,6.54
1176,1,0.5,"Concealers",6372.24,6.76
1176,1,0.5,"Revealers",4832.38,6.04
1177,1,0.5,"Concealers",8132.86,7.76
1177,1,0.5,"Revealers",5631.12,6.44
1178,1,0.5,"Concealers",7549.04,7.46
1178,1,0.5,"Revealers",6885.82,7.1
1179,1,0.5,"Concealers",7989.98,7.52
1179,1,0.5,"Revealers",5405.9,6.4
1180,1,0.5,"Concealers",6435.86,6.7
1180,1,0.5,"Revealers",3977.06,5.74
1181,1,0.5,"Concealers",6350.66,6.84
1181,1,0.5,"Revealers",5593.66,6.44
1182,1,0.5,"Concealers",6863.5,7.06
1182,1,0.5,"Revealers",5914.82,6.58
1183,1,0.5,"Concealers",6989.94,7
1183,1,0.5,"Revealers",5840.4,6.7
1184,1,0.5,"Concealers",7645.36,7.4
1184,1,0.5,"Revealers",5281.68,6.32
1185,1,0.5,"Concealers",8091.22,7.76
1185,1,0.5,"Revealers",6883.46,7.28
1186,1,0.5,"Concealers",6849.76,7.1
1186,1,0.5,"Revealers",5384.92,6.42
1187,1,0.5,"Concealers",6178.52,6.6
1187,1,0.5,"Revealers",4055.18,5.76
1188,1,0.5,"Concealers",6771.04,6.72
1188,1,0.5,"Revealers",4202.78,5.74
1189,1,0.5,"Concealers",6919.42,7.2
1189,1,0.5,"Revealers",6393.2,6.86
1190,1,0.5,"Concealers",7829.48,7.46
1190,1,0.5,"Revealers",6044,6.64
1191,1,0.5,"Concealers",6981.38,7.04
1191,1,0.5,"Revealers",4920.48,6.2
1192,1,0.5,"Concealers",7433.8,7.28
1192,1,0.5,"Revealers",4679.06,5.9
1193,1,0.5,"Concealers",7217.48,7.06
1193,1,0.5,"Revealers",4376.04,5.94
1194,1,0.5,"Concealers",7097.6,7.34
1194,1,0.5,"Revealers",6033.5,6.78
1195,1,0.5,"Concealers",6897.62,7.16
1195,1,0.5,"Revealers",6801.86,7.08
1196,1,0.5,"Concealers",7120,7.24
1196,1,0.5,"Revealers",6008.1,6.74
1197,1,0.5,"Concealers",8029.26,7.78
1197,1,0.5,"Revealers",6936.86,7.18
1198,1,0.5,"Concealers",7464.08,7.38
1198,1,0.5,"Revealers",6033.68,6.7
1199,1,0.5,"Concealers",7198.46,7.18
1199,1,0.5,"Revealers",4993.38,6.14
1200,1,0.5,"Concealers",6789.62,7.14
1200,1,0.5,"Revealers",4477.66,5.86
1201,1,1,"Concealers",7559.48,7.48
1201,1,1,"Revealers",5421.48,6.46
1202,1,1,"Concealers",7912.42,7.64
1202,1,1,"Revealers",6437.64,6.9
1203,1,1,"Concealers",7140.94,7.26
1203,1,1,"Revealers",5219.52,6.24
1204,1,1,"Concealers",6019.44,6.64
1204,1,1,"Revealers",4435.92,5.82
1205,1,1,"Concealers",6913.6,6.96
1205,1,1,"Revealers",4857.06,6.1
1206,1,1,"Concealers",7250.72,7.12
1206,1,1,"Revealers",4435.66,5.8
1207,1,1,"Concealers",6195.36,6.52
1207,1,1,"Revealers",4820.76,6.16
1208,1,1,"Concealers",7890.52,7.54
1208,1,1,"Revealers",5160.92,6.2
1209,1,1,"Concealers",7852.86,7.58
1209,1,1,"Revealers",6352.02,6.76
1210,1,1,"Concealers",6415.64,6.6
1210,1,1,"Revealers",4368.78,5.78
1211,1,1,"Concealers",6304.92,6.66
1211,1,1,"Revealers",4179.16,5.7
1212,1,1,"Concealers",6898.22,6.98
1212,1,1,"Revealers",4060.92,5.78
1213,1,1,"Concealers",7200.6,7.3
1213,1,1,"Revealers",5026.18,6.3
1214,1,1,"Concealers",5835.82,6.22
1214,1,1,"Revealers",4167.16,5.84
1215,1,1,"Concealers",8805.94,8.02
1215,1,1,"Revealers",6158.54,6.76
1216,1,1,"Concealers",7682.12,7.46
1216,1,1,"Revealers",6331.04,6.8
1217,1,1,"Concealers",7458.74,7.42
1217,1,1,"Revealers",7185.16,7.08
1218,1,1,"Concealers",7430.7,7.4
1218,1,1,"Revealers",4809.28,6.06
1219,1,1,"Concealers",7677.54,7.58
1219,1,1,"Revealers",7046.4,7.22
1220,1,1,"Concealers",6616.18,6.78
1220,1,1,"Revealers",4144.58,5.7
1221,1,1,"Concealers",8305.64,7.78
1221,1,1,"Revealers",5796.26,6.64
1222,1,1,"Concealers",7566.52,7.38
1222,1,1,"Revealers",4578.78,5.96
1223,1,1,"Concealers",7798.3,7.52
1223,1,1,"Revealers",6538,6.94
1224,1,1,"Concealers",7735.18,7.54
1224,1,1,"Revealers",7429.52,7.32
1225,1,1,"Concealers",8184,7.8
1225,1,1,"Revealers",5984.22,6.74
1226,1,1,"Concealers",8263,7.78
1226,1,1,"Revealers",6848.48,7.04
1227,1,1,"Concealers",8447.1,7.86
1227,1,1,"Revealers",5867.56,6.64
