"Run","Sens","Strategy","PI","RS"
300,0.2,"Concealers",6812.28,6.84
300,0.2,"Revealers",4167.66,5.66
301,0.3,"Concealers",8381.18,7.76
301,0.3,"Revealers",6262.46,6.9
302,0.3,"Concealers",7777.44,7.4
302,0.3,"Revealers",6435.16,6.88
303,0.3,"Concealers",7244.08,7.38
303,0.3,"Revealers",6529.78,6.98
304,0.3,"Concealers",7128.86,7.3
304,0.3,"Revealers",5864.12,6.62
305,0.3,"Concealers",7338.02,7.38
305,0.3,"Revealers",6409.12,6.92
306,0.3,"Concealers",5507.52,6.1
306,0.3,"Revealers",3748.48,5.44
307,0.3,"Concealers",6917.7,7.18
307,0.3,"Revealers",7514.86,7.44
308,0.3,"Concealers",7804.5,7.46
308,0.3,"Revealers",6631.78,7.04
309,0.3,"Concealers",5873.4,6.46
309,0.3,"Revealers",5495.92,6.38
310,0.3,"Concealers",6472.88,6.96
310,0.3,"Revealers",7946.2,7.56
311,0.3,"Concealers",7693.34,7.5
311,0.3,"Revealers",6928.84,7.24
312,0.3,"Concealers",6366.66,6.82
312,0.3,"Revealers",3987.6,5.7
313,0.3,"Concealers",6822.98,7.14
313,0.3,"Revealers",8385.32,7.96
314,0.3,"Concealers",6418.02,6.9
314,0.3,"Revealers",6775.82,7.12
315,0.3,"Concealers",6890.92,6.84
315,0.3,"Revealers",4123.66,5.6
316,0.3,"Concealers",8482.98,7.88
316,0.3,"Revealers",6922.44,7.16
317,0.3,"Concealers",7994.76,7.66
317,0.3,"Revealers",7242.56,7.42
318,0.3,"Concealers",6338.68,6.7
318,0.3,"Revealers",5652.36,6.5
319,0.3,"Concealers",7016.3,7.24
319,0.3,"Revealers",7696.58,7.48
320,0.3,"Concealers",5464.36,6.2
320,0.3,"Revealers",4446.88,5.84
321,0.3,"Concealers",5481.58,6.12
321,0.3,"Revealers",4194.86,5.74
322,0.3,"Concealers",7022.28,7.26
322,0.3,"Revealers",7537.42,7.54
323,0.3,"Concealers",5549.5,6.18
323,0.3,"Revealers",3569.32,5.52
324,0.3,"Concealers",7395.48,7.38
324,0.3,"Revealers",5948.76,6.62
325,0.3,"Concealers",7275.12,7.26
325,0.3,"Revealers",7723.7,7.56
326,0.3,"Concealers",7815.44,7.48
326,0.3,"Revealers",6459.32,6.88
327,0.3,"Concealers",7392.6,7.38
327,0.3,"Revealers",6025.36,6.7
328,0.3,"Concealers",6767.1,7.18
328,0.3,"Revealers",7302.82,7.44
329,0.3,"Concealers",6598.64,6.86
329,0.3,"Revealers",4940.46,6.16
330,0.3,"Concealers",6438.24,6.76
330,0.3,"Revealers",3708.7,5.58
331,0.3,"Concealers",7029.46,7.12
331,0.3,"Revealers",7343.1,7.28
332,0.3,"Concealers",6442.34,6.86
332,0.3,"Revealers",5233.76,6.18
333,0.3,"Concealers",7908.94,7.68
333,0.3,"Revealers",6734.26,7.04
334,0.3,"Concealers",7179.9,7.26
334,0.3,"Revealers",5640.08,6.58
335,0.3,"Concealers",5356.4,6.36
335,0.3,"Revealers",6130.54,6.64
336,0.3,"Concealers",6918.82,7.2
336,0.3,"Revealers",7348.96,7.36
337,0.3,"Concealers",6726.24,7.04
337,0.3,"Revealers",5350.62,6.44
338,0.3,"Concealers",6748.6,7.02
338,0.3,"Revealers",5677.64,6.64
339,0.3,"Concealers",7488.74,7.34
339,0.3,"Revealers",5228.74,6.4
340,0.3,"Concealers",6919.34,7.16
340,0.3,"Revealers",6058.04,6.74
341,0.3,"Concealers",6539.16,6.94
341,0.3,"Revealers",6118.72,6.76
342,0.3,"Concealers",6954.2,7.16
