"Run","Sens","Strategy","PI","RS"
1561,0.6,"Revealers",6937.05,7.025
1562,0.6,"Concealers",7959.96666666667,7.61666666666667
1562,0.6,"Revealers",6514.5,6.875
1563,0.6,"Concealers",5225.28333333333,6.05
1563,0.6,"Revealers",3563.15,5.375
1564,0.6,"Concealers",8057.81666666667,7.53333333333333
1564,0.6,"Revealers",5476.525,6.375
1565,0.6,"Concealers",7104.46666666667,7.25
1565,0.6,"Revealers",6190.475,6.775
1566,0.6,"Concealers",6968.56666666667,7.08333333333333
1566,0.6,"Revealers",5066.525,6.05
1567,0.6,"Concealers",6894.7,7.08333333333333
1567,0.6,"Revealers",6469.3,6.85
1568,0.6,"Concealers",6780.1,6.96666666666667
1568,0.6,"Revealers",5963.05,6.575
1569,0.6,"Concealers",7297.16666666667,7.28333333333333
1569,0.6,"Revealers",5046.1,6.15
1570,0.6,"Concealers",6756.18333333333,6.98333333333333
1570,0.6,"Revealers",4717.5,6.1
1571,0.6,"Concealers",6674.73333333333,6.93333333333333
1571,0.6,"Revealers",4755.175,6.05
1572,0.6,"Concealers",6808.18333333333,7.01666666666667
1572,0.6,"Revealers",5216.05,6.3
1573,0.6,"Concealers",5504.11666666667,6.28333333333333
1573,0.6,"Revealers",4186.775,5.825
1574,0.6,"Concealers",7772.15,7.48333333333333
1574,0.6,"Revealers",4627.225,5.95
1575,0.6,"Concealers",7233.96666666667,7.25
1575,0.6,"Revealers",5106.925,6.15
1576,0.6,"Concealers",8283.15,7.6
1576,0.6,"Revealers",6251.975,6.9
1577,0.6,"Concealers",5183.85,6.01666666666667
1577,0.6,"Revealers",3263.825,5.325
1578,0.6,"Concealers",6551.95,6.86666666666667
1578,0.6,"Revealers",4579.9,5.925
1579,0.6,"Concealers",7855.15,7.46666666666667
1579,0.6,"Revealers",5659.525,6.55
1580,0.6,"Concealers",6948.31666666667,7.13333333333333
1580,0.6,"Revealers",5986.825,6.675
1581,0.6,"Concealers",7521.11666666667,7.45
1581,0.6,"Revealers",6148.025,6.75
1582,0.6,"Concealers",6915.63333333333,7.2
1582,0.6,"Revealers",5499.075,6.475
1583,0.6,"Concealers",5951.45,6.53333333333333
1583,0.6,"Revealers",4445.775,5.75
1584,0.6,"Concealers",7456.96666666667,7.35
1584,0.6,"Revealers",4799.8,6.1
1585,0.6,"Concealers",5595.4,6.28333333333333
1585,0.6,"Revealers",4341.55,5.725
1586,0.6,"Concealers",6893.31666666667,7.11666666666667
1586,0.6,"Revealers",5281.125,6.2
1587,0.6,"Concealers",6403.65,6.7
1587,0.6,"Revealers",4782.475,6.1
1588,0.6,"Concealers",7532.06666666667,7.48333333333333
1588,0.6,"Revealers",6565.15,6.975
1589,0.6,"Concealers",7491.98333333333,7.45
1589,0.6,"Revealers",5836.35,6.55
1590,0.6,"Concealers",6243.43333333333,6.7
1590,0.6,"Revealers",3251.675,5.275
1591,0.6,"Concealers",7896.73333333333,7.61666666666667
1591,0.6,"Revealers",5585.275,6.5
1592,0.6,"Concealers",6826.75,7.01666666666667
1592,0.6,"Revealers",5578.625,6.5
1593,0.6,"Concealers",7064.73333333333,7.23333333333333
1593,0.6,"Revealers",5675.175,6.525
1594,0.6,"Concealers",8000.81666666667,7.6
1594,0.6,"Revealers",4948.9,6.2
1595,0.6,"Concealers",7463.5,7.5
1595,0.6,"Revealers",6254.6,6.8
1596,0.6,"Concealers",6827.65,7.03333333333333
1596,0.6,"Revealers",4359.775,5.975
1597,0.6,"Concealers",7800.33333333333,7.35
1597,0.6,"Revealers",5641.575,6.45
1598,0.6,"Concealers",6797.88333333333,6.9
1598,0.6,"Revealers",4579.2,5.925
1599,0.6,"Concealers",7021.76666666667,7.25
1599,0.6,"Revealers",6745.75,7.1
1600,0.6,"Concealers",6769.4,7.03333333333333
1600,0.6,"Revealers",5577.25,6.525
2001,0.4,"Concealers",6517.65,6.7
2001,0.4,"Revealers",3822.5,5.61666666666667
2002,0.4,"Concealers",9138.825,8.2
2002,0.4,"Revealers",5411.51666666667,6.53333333333333
2003,0.4,"Concealers",8247.725,7.825
2003,0.4,"Revealers",5188.81666666667,6.43333333333333
